join,codice,st,t_ele,f_elet,dt_ele,l_terr,area,cod_com,desc_com,cod_prov,desc_prov,ele_m,ele_f,ele_t,vot_m,vot_f,vot_t,perc_vot,sz_perv,sz_tot,fine_rip,sk_bianche,sk_nulle,sk_contestate,tot_vot_lis,non_valid,dt_agg,data_prec_elez,circ_sto,reg_sto,prov_sto,comu_sto,tipo_tras,NR.,DESCRIZIONE COMUNE,SIGLA,CODICE ELETTORALE,CODICE ISTAT,CODICE BELFIORE,pref_silvia,pref_marcello,dati_presenti
900980,2050900980,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,980,SAREGO,90,VICENZA,2813,2781,5594,1265,1199,2464,"44,05",5,5,N,23,77,0,2364,,20240610045108.0,20190526000000.0,2.0,5.0,90.0,980.0,CO,6486,SAREGO,VI,1050900980,24098,I430,2,2,1
140790,2040140790,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,790,SARENTINO/SARNTAL,14,BOLZANO,2870,2838,5708,1430,1463,2893,"50,68",7,7,N,75,97,0,2721,,20240610011252.0,20190526000000.0,2.0,4.0,14.0,790.0,CO,6487,SARENTINO/SARNTAL,BZ,1040140790,21086,I431,0,0,1
610420,2080610420,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,420,SARMATO,61,PIACENZA,1120,1126,2246,663,666,1329,"59,17",3,3,N,57,54,0,1218,,20240610010930.0,20190526000000.0,2.0,8.0,61.0,420.0,SZ,6490,SARMATO,PC,1080610420,33042,I434,0,0,1
840770,2050840770,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,770,SARMEDE,84,TREVISO,1317,1333,2650,778,748,1526,"57,58",5,5,N,46,73,0,1407,,20240610023537.0,20190526000000.0,2.0,5.0,84.0,770.0,SZ,6491,SARMEDE,TV,1050840770,26078,I435,4,2,1
831590,2040831590,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1590,SARNONICO,83,TRENTO,313,322,635,145,136,281,"44,25",1,1,N,4,15,0,262,,20240610000104.0,20190526000000.0,2.0,4.0,83.0,1590.0,SZ,6495,SARNONICO,TN,1040831590,22170,I439,0,0,1
320430,2080320430,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,430,SARSINA,32,FORLI'-CESENA,1399,1402,2801,786,764,1550,"55,34",5,5,N,14,52,0,1484,,20240610011309.0,20190526000000.0,2.0,8.0,32.0,430.0,SZ,6499,SARSINA,FC,1080320430,40044,I444,1,1,1
130570,2080130570,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,570,SASSO MARCONI,13,BOLOGNA,5886,6350,12236,3894,4175,8069,"65,94",14,14,N,103,160,1,7805,,20240610044941.0,20190526000000.0,2.0,8.0,13.0,570.0,CO,6510,SASSO MARCONI,BO,1080130570,37057,G972,15,10,1
1010183,2081010183,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,183,SASSOFELTRIO,101,RIMINI,730,717,1447,334,311,645,"44,57",3,3,N,3,15,0,627,,20240610004201.0,20190526000000.0,3.0,11.0,59.0,600.0,SZ,6512,SASSOFELTRIO,RN,1081010183,99031,I460,0,1,1
500390,2080500390,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,390,SASSUOLO,50,MODENA,15152,15881,31033,8993,9587,18580,"59,87",36,36,N,322,458,1,17799,,20240610050732.0,20190526000000.0,2.0,8.0,50.0,390.0,SZ,6514,SASSUOLO,MO,1080500390,36040,I462,45,15,1
851070,2060851070,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1070,SAURIS,85,UDINE,240,275,515,70,58,128,"24,85",1,1,N,1,4,0,123,,20240610005831.0,20190526000000.0,2.0,6.0,85.0,1070.0,SZ,6517,SAURIS,UD,1060851070,30107,I464,0,0,1
500400,2080500400,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,400,SAVIGNANO SUL PANARO,50,MODENA,3499,3525,7024,2218,2275,4493,"63,97",9,9,N,121,122,0,4250,,20240610045541.0,20190526000000.0,2.0,8.0,50.0,400.0,SZ,6525,SAVIGNANO SUL PANARO,MO,1080500400,36041,I473,7,1,1
320440,2080320440,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,440,SAVIGNANO SUL RUBICONE,32,FORLI'-CESENA,6549,6822,13371,4096,4182,8278,"61,91",17,17,N,212,256,0,7810,,20240610045209.0,20190526000000.0,2.0,8.0,32.0,440.0,SZ,6526,SAVIGNANO SUL RUBICONE,FC,1080320440,40045,I472,18,3,1
851080,2060851080,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1080,SAVOGNA,85,UDINE,225,210,435,66,63,129,"29,66",1,1,N,0,6,0,123,,20240610000131.0,20190526000000.0,2.0,6.0,85.0,1080.0,SZ,6530,SAVOGNA,UD,1060851080,30108,I478,0,0,1
350180,2060350180,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,180,SAVOGNA D'ISONZO,35,GORIZIA,736,730,1466,462,452,914,"62,35",2,2,N,36,27,0,851,,20240610044956.0,20190526000000.0,2.0,6.0,35.0,180.0,SZ,6531,SAVOGNA D'ISONZO,GO,1060350180,31022,I479,1,0,1
680400,2080680400,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,400,SCANDIANO,68,REGGIO NELL' EMILIA,10053,10624,20677,6486,6902,13388,"64,75",24,24,N,228,269,0,12891,,20240610045039.0,20190526000000.0,2.0,8.0,68.0,400.0,SZ,6545,SCANDIANO,RE,1080680400,35040,I496,31,10,1
140800,2040140800,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,800,SCENA/SCHENNA,14,BOLZANO,1153,1157,2310,591,630,1221,"52,86",4,4,N,32,27,0,1162,,20240610023530.0,20190526000000.0,2.0,4.0,14.0,800.0,CO,6560,SCENA/SCHENNA,BZ,1040140800,21087,I519,0,0,1
900990,2050900990,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,990,SCHIAVON,90,VICENZA,1326,1389,2715,600,567,1167,"42,98",2,2,N,15,41,0,1111,,20240610045040.0,20190526000000.0,2.0,5.0,90.0,990.0,CO,6565,SCHIAVON,VI,1050900990,24099,I527,0,1,1
901000,2050901000,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1000,SCHIO,90,VICENZA,16183,17050,33233,9175,9672,18847,"56,71",40,40,N,498,534,0,17815,,20240610045201.0,20190526000000.0,2.0,5.0,90.0,1000.0,CO,6568,SCHIO,VI,1050901000,24100,I531,35,20,1
870370,2050870370,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,370,SCORZE',87,VENEZIA,7795,7949,15744,4818,4931,9749,"61,92",17,17,N,235,375,0,9139,,20240610045242.0,20190526000000.0,2.0,5.0,87.0,370.0,SZ,6586,SCORZE',VE,1050870370,27037,I551,10,9,1
831600,2040831600,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1600,SCURELLE,83,TRENTO,575,585,1160,259,268,527,"45,43",1,1,N,3,16,0,508,,20240610023910.0,20190526000000.0,2.0,4.0,83.0,1600.0,SZ,6588,SCURELLE,TN,1040831600,22171,I554,1,1,1
851090,2060851090,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1090,SEDEGLIANO,85,UDINE,1823,1862,3685,1032,1008,2040,"55,36",7,7,N,85,102,0,1853,,20240610024522.0,20190526000000.0,2.0,6.0,85.0,1090.0,SZ,6594,SEDEGLIANO,UD,1060851090,30109,I562,1,0,1
100530,2050100530,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,530,SEDICO,10,BELLUNO,4779,5045,9824,2600,2677,5277,"53,72",9,9,N,209,257,0,4811,,20240610014943.0,20190526000000.0,2.0,5.0,10.0,530.0,SZ,6595,SEDICO,BL,1050100530,25053,I563,28,15,1
831610,2040831610,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1610,SEGONZANO,83,TRENTO,685,644,1329,267,255,522,"39,28",1,1,N,5,10,0,507,,20240610014233.0,20190526000000.0,2.0,4.0,83.0,1610.0,SZ,6604,SEGONZANO,TN,1040831610,22172,I576,1,1,1
840780,2050840780,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,780,SEGUSINO,84,TREVISO,1077,1074,2151,381,355,736,"34,22",2,2,N,5,19,0,712,,20240610023339.0,20190526000000.0,2.0,5.0,84.0,780.0,SZ,6606,SEGUSINO,TV,1050840780,26079,I578,0,0,1
831615,2040831615,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1615,SELLA GIUDICARIE,83,TRENTO,1318,1299,2617,581,549,1130,"43,18",4,4,N,14,31,0,1085,,20240610024226.0,20190526000000.0,2.0,4.0,83.0,1615.0,SZ,6610,SELLA GIUDICARIE,TN,1040831615,22246,M360,0,0,1
140820,2040140820,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,820,SELVA DEI MOLINI/MÜHLWALD,14,BOLZANO,591,526,1117,302,277,579,"51,84",2,2,N,23,13,0,543,,20240610014001.0,20190526000000.0,2.0,4.0,14.0,820.0,CO,6615,SELVA DEI MOLINI/MÜHLWALD,BZ,1040140820,21088,I593,0,0,1
100540,2050100540,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,540,SELVA DI CADORE,10,BELLUNO,234,224,458,71,68,139,"30,35",1,1,N,2,3,0,134,,20240610013155.0,20190526000000.0,2.0,5.0,10.0,540.0,SZ,6616,SELVA DI CADORE,BL,1050100540,25054,I592,0,0,1
890790,2050890790,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,790,SELVA DI PROGNO,89,VERONA,426,368,794,329,282,611,"76,95",2,2,N,39,36,0,536,,20240610010722.0,20190526000000.0,2.0,5.0,89.0,790.0,CO,6617,SELVA DI PROGNO,VR,1050890790,23080,I594,0,0,1
140821,2040140821,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,821,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,14,BOLZANO,1023,1038,2061,510,514,1024,"49,68",2,2,N,17,7,0,1000,,20240610002030.0,20190526000000.0,2.0,4.0,14.0,821.0,CO,6618,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÖDEN,BZ,1040140821,21089,I591,0,0,1
540860,2050540860,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,860,SELVAZZANO DENTRO,54,PADOVA,8814,9573,18387,5648,5997,11645,"63,33",23,23,N,177,306,1,11161,,20240610053402.0,20190526000000.0,2.0,5.0,54.0,860.0,SZ,6619,SELVAZZANO DENTRO,PD,1050540860,28086,I595,23,18,1
140841,2040140841,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,841,SENALE-SAN FELICE/UNSERE LIEBE FRAU IM WALDE-ST. FELIX,14,BOLZANO,322,298,620,167,176,343,"55,32",2,2,N,17,5,0,321,,20240610012353.0,20190526000000.0,2.0,4.0,14.0,841.0,CO,6626,SENALE-SAN FELICE/UNSERE LIEBE FRAU IM WALDE-ST. FELIX,BZ,1040140841,21118,I603,0,0,1
140840,2040140840,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,840,SENALES/SCHNALS,14,BOLZANO,518,473,991,291,267,558,"56,31",2,2,N,12,15,0,531,,20240609235257.0,20190526000000.0,2.0,4.0,14.0,840.0,CO,6627,SENALES/SCHNALS,BZ,1040140840,21091,I604,0,0,1
930420,2060930420,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,420,SEQUALS,93,PORDENONE,980,1025,2005,432,426,858,"42,79",3,3,N,4,20,0,834,,20240610010232.0,20190526000000.0,2.0,6.0,93.0,420.0,SZ,6640,SEQUALS,PN,1060930420,93042,I621,1,0,1
100550,2050100550,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,550,SEREN DEL GRAPPA,10,BELLUNO,1671,1627,3298,630,577,1207,"36,60",4,4,N,51,82,0,1074,,20240610020043.0,20190526000000.0,2.0,5.0,10.0,550.0,SZ,6644,SEREN DEL GRAPPA,BL,1050100550,25055,I626,1,3,1
840790,2050840790,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,790,SERNAGLIA DELLA BATTAGLIA,84,TREVISO,2638,2688,5326,1596,1631,3227,"60,59",6,6,N,95,134,0,2998,,20240610044855.0,20190526000000.0,2.0,5.0,84.0,790.0,SZ,6652,SERNAGLIA DELLA BATTAGLIA,TV,1050840790,26080,I635,2,0,1
500410,2080500410,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,410,SERRAMAZZONI,50,MODENA,3557,3382,6939,1670,1616,3286,"47,36",8,8,N,33,74,0,3179,,20240610023231.0,20190526000000.0,2.0,8.0,50.0,410.0,SZ,6666,SERRAMAZZONI,MO,1080500410,36042,F357,19,8,1
930430,2060930430,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,430,SESTO AL REGHENA,93,PORDENONE,2882,2901,5783,1717,1708,3425,"59,23",7,7,N,120,155,0,3150,,20240610053357.0,20190526000000.0,2.0,6.0,93.0,430.0,SZ,6691,SESTO AL REGHENA,PN,1060930430,93043,I686,3,0,1
140850,2040140850,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,850,SESTO/SEXTEN,14,BOLZANO,726,736,1462,317,332,649,"44,39",2,2,N,22,19,0,608,,20240610001837.0,20190526000000.0,2.0,4.0,14.0,850.0,CO,6697,SESTO/SEXTEN,BZ,1040140850,21092,I687,3,2,1
500420,2080500420,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,420,SESTOLA,50,MODENA,1070,1052,2122,557,545,1102,"51,93",5,5,N,15,21,0,1066,,20240610010357.0,20190526000000.0,2.0,8.0,50.0,420.0,SZ,6698,SESTOLA,MO,1080500420,36043,I689,3,1,1
100555,2050100555,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,555,SETTEVILLE,10,BELLUNO,2574,2602,5176,1500,1478,2978,"57,53",6,6,N,124,150,0,2704,,20240610051114.0,,,,,,SZ,6704,SETTEVILLE,BL,1050100555,25075,M437,4,1,1
831620,2040831620,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1620,SFRUZ,83,TRENTO,142,144,286,84,84,168,"58,74",1,1,N,2,6,0,160,,20240610023702.0,20190526000000.0,2.0,4.0,83.0,1620.0,SZ,6718,SFRUZ,TN,1040831620,22173,I714,0,0,1
920050,2060920050,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,50,SGONICO,92,TRIESTE,914,902,1816,581,585,1166,"64,21",3,3,N,35,32,0,1099,,20240610014743.0,20190526000000.0,2.0,6.0,92.0,50.0,SZ,6719,SGONICO,TS,1060920050,32005,I715,3,5,1
140860,2040140860,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,860,SILANDRO/SCHLANDERS,14,BOLZANO,2435,2458,4893,1193,1238,2431,"49,68",6,6,N,49,59,0,2323,,20240610055155.0,20190526000000.0,2.0,4.0,14.0,860.0,CO,6732,SILANDRO/SCHLANDERS,BZ,1040140860,21093,I729,1,1,1
840800,2050840800,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,800,SILEA,84,TREVISO,4348,4616,8964,2159,2285,4444,"49,58",10,10,N,39,130,0,4275,,20240610020345.0,20190526000000.0,2.0,5.0,84.0,800.0,SZ,6734,SILEA,TV,1050840800,26081,F116,17,10,1
560345,2080560345,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,345,SISSA TRECASALI,56,PARMA,3035,3164,6199,1861,1914,3775,"60,90",7,7,N,118,89,0,3568,,20240610015920.0,20190526000000.0,2.0,8.0,56.0,345.0,SZ,6762,SISSA TRECASALI,PR,1080560345,34049,M325,5,2,1
140870,2040140870,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,870,SLUDERNO/SCHLUDERNS,14,BOLZANO,793,785,1578,302,332,634,"40,18",2,2,N,11,14,0,609,,20240610013931.0,20190526000000.0,2.0,4.0,14.0,870.0,CO,6766,SLUDERNO/SCHLUDERNS,BZ,1040140870,21094,I771,0,0,1
890800,2050890800,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,800,SOAVE,89,VERONA,2964,3052,6016,1557,1547,3104,"51,60",6,6,N,27,89,0,2988,,20240610050557.0,20190526000000.0,2.0,5.0,89.0,800.0,CO,6768,SOAVE,VR,1050890800,23081,I775,8,3,1
851100,2060851100,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1100,SOCCHIEVE,85,UDINE,550,510,1060,214,200,414,"39,06",2,2,N,19,19,0,376,,20240610024642.0,20190526000000.0,2.0,6.0,85.0,1100.0,SZ,6769,SOCCHIEVE,UD,1060851100,30110,I777,0,0,1
320450,2080320450,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,450,SOGLIANO AL RUBICONE,32,FORLI'-CESENA,1283,1290,2573,675,665,1340,"52,08",6,6,N,8,50,0,1282,,20240610020331.0,20190526000000.0,2.0,8.0,32.0,450.0,SZ,6771,SOGLIANO AL RUBICONE,FC,1080320450,40046,I779,10,2,1
901010,2050901010,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1010,SOLAGNA,90,VICENZA,795,834,1629,500,534,1034,"63,47",2,2,N,36,57,0,941,,20240610013113.0,20190526000000.0,2.0,5.0,90.0,1010.0,CO,6775,SOLAGNA,VI,1050901010,24101,I783,2,1,1
660180,2080660180,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,180,SOLAROLO,66,RAVENNA,1635,1689,3324,1153,1178,2331,"70,13",4,4,N,58,91,0,2182,,20240610023340.0,20190526000000.0,2.0,8.0,66.0,180.0,SZ,6778,SOLAROLO,RA,1080660180,39018,I787,1,2,1
540870,2050540870,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,870,SOLESINO,54,PADOVA,2707,2827,5534,1282,1232,2514,"45,43",7,7,N,20,78,0,2416,,20240610021211.0,20190526000000.0,2.0,5.0,54.0,870.0,SZ,6787,SOLESINO,PD,1050540870,28087,I799,5,3,1
500430,2080500430,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,430,SOLIERA,50,MODENA,6047,6203,12250,3791,3860,7651,"62,46",14,14,N,120,191,0,7340,,20240610023530.0,20190526000000.0,2.0,8.0,50.0,430.0,SZ,6790,SOLIERA,MO,1080500430,36044,I802,25,12,1
560350,2080560350,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,350,SOLIGNANO,56,PARMA,734,670,1404,366,319,685,"48,79",2,2,N,17,16,0,652,,20240610023836.0,20190526000000.0,2.0,8.0,56.0,350.0,SZ,6791,SOLIGNANO,PR,1080560350,34035,I803,0,0,1
890810,2050890810,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,810,SOMMACAMPAGNA,89,VERONA,5682,5776,11458,3626,3736,7362,"64,25",14,14,N,152,215,0,6995,,20240610075147.0,20190526000000.0,2.0,5.0,89.0,810.0,CO,6801,SOMMACAMPAGNA,VR,1050890810,23082,I821,19,16,1
890820,2050890820,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,820,SONA,89,VERONA,6947,7120,14067,3528,3608,7136,"50,73",15,15,N,47,159,0,6930,,20240610023343.0,20190526000000.0,2.0,5.0,89.0,820.0,CO,6806,SONA,VR,1050890820,23083,I826,10,8,1
831650,2040831650,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1650,SORAGA DI FASSA,83,TRENTO,293,285,578,127,102,229,"39,62",1,1,N,7,2,0,220,,20240610003448.0,20190526000000.0,2.0,4.0,83.0,1650.0,SZ,6814,SORAGA DI FASSA,TN,1040831650,22176,I839,0,0,1
560360,2080560360,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,360,SORAGNA,56,PARMA,2134,2148,4282,1009,981,1990,"46,47",4,4,N,25,53,0,1912,,20240610015907.0,20190526000000.0,2.0,8.0,56.0,360.0,SZ,6815,SORAGNA,PR,1080560360,34036,I840,2,0,1
560375,2080560375,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,375,SORBOLO MEZZANI,56,PARMA,4962,5105,10067,3033,3146,6179,"61,38",11,11,N,133,172,0,5874,,20240610044915.0,20190526000000.0,2.0,8.0,56.0,375.0,SZ,6819,SORBOLO MEZZANI,PR,1080560375,34051,M411,31,15,1
890830,2050890830,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,830,SORGA',89,VERONA,1149,1118,2267,802,773,1575,"69,48",3,3,N,72,59,0,1444,,20240610044849.0,20190526000000.0,2.0,5.0,89.0,830.0,CO,6823,SORGA',VR,1050890830,23084,I850,0,0,1
100560,2050100560,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,560,SOSPIROLO,10,BELLUNO,1638,1687,3325,557,543,1100,"33,08",3,3,N,10,33,0,1057,,20240610015414.0,20190526000000.0,2.0,5.0,10.0,560.0,SZ,6838,SOSPIROLO,BL,1050100560,25056,I866,1,2,1
901020,2050901020,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1020,SOSSANO,90,VICENZA,1740,1696,3436,1217,1146,2363,"68,77",4,4,N,89,106,0,2168,,20240610045121.0,20190526000000.0,2.0,5.0,90.0,1020.0,CO,6839,SOSSANO,VI,1050901020,24102,I867,2,1,1
831660,2040831660,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1660,SOVER,83,TRENTO,414,373,787,150,147,297,"37,74",1,1,N,4,11,0,282,,20240610014233.0,20190526000000.0,2.0,4.0,83.0,1660.0,SZ,6842,SOVER,TN,1040831660,22177,I871,0,0,1
100570,2050100570,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,570,SOVERZENE,10,BELLUNO,545,557,1102,100,99,199,"18,06",1,1,N,1,7,0,191,,20240610014551.0,20190526000000.0,2.0,5.0,10.0,570.0,SZ,6847,SOVERZENE,BL,1050100570,25057,I876,0,0,1
901032,2050901032,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1032,SOVIZZO,90,VICENZA,3710,3727,7437,2140,2229,4369,"58,75",7,7,N,110,150,0,4109,,20240610051211.0,20190526000000.0,2.0,5.0,90.0,1030.0,CO,6850,SOVIZZO,VI,1050901032,24128,M436,4,0,1
100580,2050100580,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,580,SOVRAMONTE,10,BELLUNO,823,844,1667,269,259,528,"31,67",2,2,N,4,11,0,513,,20240610025337.0,20190526000000.0,2.0,5.0,10.0,580.0,SZ,6851,SOVRAMONTE,BL,1050100580,25058,I673,0,1,1
831680,2040831680,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1680,SPIAZZO,83,TRENTO,526,524,1050,234,239,473,"45,05",1,1,N,3,16,0,454,,20240610012812.0,20190526000000.0,2.0,4.0,83.0,1680.0,SZ,6865,SPIAZZO,TN,1040831680,22179,I899,2,1,1
500440,2080500440,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,440,SPILAMBERTO,50,MODENA,4477,4609,9086,2902,2991,5893,"64,86",11,11,N,140,149,0,5604,,20240610020009.0,20190526000000.0,2.0,8.0,50.0,440.0,SZ,6868,SPILAMBERTO,MO,1080500440,36045,I903,24,6,1
930440,2060930440,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,440,SPILIMBERGO,93,PORDENONE,4705,4990,9695,2214,2297,4511,"46,53",13,13,N,32,164,0,4315,,20240610050319.0,20190526000000.0,2.0,6.0,93.0,440.0,SZ,6869,SPILIMBERGO,PN,1060930440,93044,I904,12,5,1
870380,2050870380,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,380,SPINEA,87,VENEZIA,10361,11363,21724,6278,6801,13079,"60,21",26,26,N,205,445,0,12429,,20240610044940.0,20190526000000.0,2.0,5.0,87.0,380.0,SZ,6873,SPINEA,VE,1050870380,27038,I908,21,10,1
831690,2040831690,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1690,SPORMAGGIORE,83,TRENTO,606,561,1167,291,231,522,"44,73",1,1,N,3,7,0,512,,20240610023648.0,20190526000000.0,2.0,4.0,83.0,1690.0,SZ,6885,SPORMAGGIORE,TN,1040831690,22180,I924,0,0,1
831700,2040831700,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1700,SPORMINORE,83,TRENTO,346,344,690,168,152,320,"46,38",1,1,N,8,6,0,306,,20240610005446.0,20190526000000.0,2.0,4.0,83.0,1700.0,SZ,6886,SPORMINORE,TN,1040831700,22181,I925,0,1,1
840810,2050840810,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,810,SPRESIANO,84,TREVISO,4842,5124,9966,2090,2136,4226,"42,40",9,9,N,24,118,0,4084,,20240610021206.0,20190526000000.0,2.0,5.0,84.0,810.0,SZ,6888,SPRESIANO,TV,1050840810,26082,I927,11,3,1
540880,2050540880,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,880,STANGHELLA,54,PADOVA,1759,1783,3542,1132,1066,2198,"62,06",5,5,N,62,76,0,2060,,20240610051417.0,20190526000000.0,2.0,5.0,54.0,880.0,SZ,6896,STANGHELLA,PD,1050540880,28088,I938,3,2,1
350190,2060350190,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,190,STARANZANO,35,GORIZIA,2903,2995,5898,1856,1918,3774,"63,99",7,7,N,75,108,0,3591,,20240610045111.0,20190526000000.0,2.0,6.0,35.0,190.0,SZ,6897,STARANZANO,GO,1060350190,31023,I939,3,0,1
140871,2040140871,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,871,STELVIO/STILFS,14,BOLZANO,474,463,937,183,192,375,"40,02",2,2,N,17,8,0,350,,20240610004403.0,20190526000000.0,2.0,4.0,14.0,871.0,CO,6906,STELVIO/STILFS,BZ,1040140871,21095,I948,0,0,1
831710,2040831710,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1710,STENICO,83,TRENTO,621,560,1181,212,255,467,"39,54",1,1,N,12,7,0,448,,20240610023641.0,20190526000000.0,2.0,4.0,83.0,1710.0,SZ,6907,STENICO,TN,1040831710,22182,I949,0,0,1
710450,2050710450,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,450,STIENTA,71,ROVIGO,1352,1407,2759,756,727,1483,"53,75",3,3,N,10,47,0,1426,,20240610015411.0,20190526000000.0,2.0,5.0,71.0,450.0,CO,6910,STIENTA,RO,1050710450,29045,I953,0,1,1
831720,2040831720,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1720,STORO,83,TRENTO,1828,1928,3756,820,904,1724,"45,90",4,4,N,24,29,0,1671,,20240610020416.0,20190526000000.0,2.0,4.0,83.0,1720.0,SZ,6919,STORO,TN,1040831720,22183,I964,1,1,1
870390,2050870390,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,390,STRA,87,VENEZIA,2845,3024,5869,1835,1961,3796,"64,68",7,7,N,79,117,0,3600,,20240610051829.0,20190526000000.0,2.0,5.0,87.0,390.0,SZ,6920,STRA,VE,1050870390,27039,I965,6,7,1
851110,2060851110,ESERCIZIO,Europee,SCRUTINI,20240609000000,COMUNE,I,1110,STREGNA,85,UDINE,215,217,432,101,75,176,"40,74",1,1,N,6,6,0,164,,20240610010208.0,20190526000000.0,2.0,6.0,85.0,1110.0,SZ,6925,STREGNA,UD,1060851110,30111,I974,0,0,1
